file,course,source,start,end,text
122.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:55,3:21,but bth row and eth column is not note that right c knows e e knows c so cth row eth column is eth row cth column is e and d know each other so let me write that de and ed c d knows each other so cth row
122.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:21,3:52,and dth columns is and dth row and cth column is also so bth row and cth column is actually correct everything else is accurate now please note that in the diagonal weve written s which simply denotes that a person knows himself right so this is just for convenience
122.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:52,4:10,we can maybe write the entire diagonal elements as s or all as s it is based on the context right in this context we are assuming that everyone knows oneself which by the way is something that is true so we write it as s
123.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:30,as i told you these examples may not be always about people and someone knowing someone else it can be any abstract entity ill give you an example which will make it clear that things didnt necessarily be as simple as people and who knows whom lets take for example a set s with some five lines l l l
123.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:56,l and l here i define a relation between line to line if l is parallel to l so between five of these lines i will define a relation like this whats the relation i put an arrow from l to l if l is parallel to l
124.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:32,lets take a set a of some five elements and then i write down a in two columns as you can see and then i will try to pick all possible twoelement sets from a how do i do that i take something from the left side something from right side how can i do this i can take a and an a a and a b
124.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:32,0:48,a and a c a and a d a and an e or b and an a b and a b b and a c so on and so forth do you see how many possible such two tuples i can take its called the two tuples i can actually
124.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:48,1:07,take into of them this is called the cross product of a set a with itself we denote that by a cross a note this throughout this chapter this notation will be excessively used
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:25,see life is all about problems but then one of the tips that counsellors give is try seeing the problem differently every time we see the problem in a different angle it appears different to us and probably one such angle of seeing the problem might help us understand the problem
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:25,0:54,better this is very true in math as well generally you will observe that the same thing is seen in different possible ways if you have taken a course in any topic in mathematics you will observe that people will say oh this is the way you define something geometrically this means this right it helps to see what one means by lets say differentiation
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:54,1:21,or integration geometrically if you know what one means by differentiation or integration so we spoke about relations i told you one way of seeing what a relation is would be by lets say arrows a b c d e example remember this was the example we represented the relation by arrows another way was via matrix this way correct
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:21,1:46,there is a third way and actually the most important way in this chapter that is using simply sets we represent a relation in the form of a set how do we do that observe this very example of a b c d e people instead of writing a knows b i simply write down within
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:46,2:08,small brackets ab and so on and so forth i write down all possible relations like this and put that within a set you see whats happening here this is part of your a cross a set that i spoke about rather s cross s in this case because the set is s here
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:08,2:33,correct this is a subset of s cross s so you see we observed something any relation is actually a subset of your s cross s correct take any subset of s cross s that will be a relation take any relation it is a subset of s cross s very straightforward
125.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:33,2:37,an idea but it requires some observation from our part to realize whats happening
126.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:30,so points to note people look i defined a relation using three different ways rather different representations right first one was graphical i call it graphical arrows going from one thing to the other second one was simple matrix with s and s the third one as you can see was a set theoretic notation one two and three
126.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:56,please note this we might toggle between these things when we talk about relations a small key point to keep in mind the first one is a graphical representation it is mainly for our minds to understand whats a relation its easy on our minds although first and second the matrix representation and the graphical representation denote the same relation
126.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:56,1:18,second one is easy on the minds of your computer as you know computers only take matrices and boolean values right it is easy to feed this to the computer right the last one is a set theoretic notation as you can see it again an easy one for a
126.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:18,1:39,computer to read understand and we can ask more questions about such a relation youll understand very soon what i am talking all that you need to know is the matrix representation is easy on the computer the first one the graphical representation is easy on the minds of humans so if you are wondering why state the same thing in three different forms
126.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:39,1:43,as i told you it is just the ease of representation nothing else
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:28,youre now familiar with cartesian product and relations let us now see some problems on it consider this set a one two three and b to be a b c and d the question is what is a cross b its a very straightforward question a cross b will have the elements i am going to take one element from a and b and i am
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:50,going to follow this procedure for all the elements of a and b so what will a cross b look like a cross b looks like set of all x comma y where x belongs to a and y belongs to b so a cross b will be comma a comma b comma c comma d comma a comma b
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:50,1:10,comma c comma d comma a comma b comma c and comma d so all these are the elements of a cross b please note a cross b is not equal to b cross a you see here comma a belongs to a cross b but a comma does not belong to a cross
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:10,1:26,b i am just making a point here that a cross b and b cross a are not same in general so what is going to be the cardinality of a cross b so to find the cardinality of a cross b we use the formula it is equal to cardinality
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:26,1:51,of a into cardinality of b cardinality of a happens to be and b happens to be and hence cardinality of a cross b is equal to the next question consider the set s having the elements now i am going to define the relation r on the set s as set of all a b such that a
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:51,2:20,b is less than equal to so what are the elements in this relation r so the relation r has elements which satisfied this condition a b is less than or equal to now so it will precisely have comma comma comma comma comma and comma please note comma and comma are not the same as illustrated in the first question
127.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:20,2:26,and hence they are to be returned as two different elements so that is it these are the elements in the relation r
128.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:24,okay a natural question to ask is always especially in discrete mathematics is how many ways right just the way we ask in how many ways can you start from your home and go to your office there may be multiple ways right in discrete math especially this is a very important question
128.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:24,0:47,lets ask the same question with the relations that we explained just now look at the set theoretic notation that we introduced a relation is all possible subsets of a cross a correct if i ask you let the set comprise of five elements okay and then i now will ask you
128.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:47,1:15,how many possible relations are there it is naturally all possible subsets of youre a cross a where a comprises of some five elements lets say right so a cross a comprises of elements and all possible subsets of these elements set is simply to the correct so keep this in your mind well come to this in detail very soon
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:33,so formally speaking if we had the set s with not just five elements but lets say in general n elements a to an s cross s will have the following elements from a a a a up to an an and then an an right so youll have total number of elements
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:33,0:55,in s cross s will be n square elements our question is what is the total possible subsets of this s cross s so before that we all know that in general when you take a set a comprising of some lets say n elements alpha alpha up to lets not say n
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:55,1:19,lets say m elements we know the total number of subsets of this its called the power set if you remember total possible subsets is you basically write all possible sets here all possible subsets of a here the number of elements in this power set will be to the n
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:19,1:44,rather m you took m here to the m correct the result is straightforward you can map this to all possible binary numbers of length m there are to the m of them every binary number represents whether you pick an element from the set a or not right we have discussed
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:44,2:05,this before its a straightforward observation now the total number of subsets of s cross s will simply be to the power of the number of elements in s cross s which is to the n square why because every possible subset of s cross s is a valid relation and hence there
129.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:05,2:13,are to the n square valid relations and that is the number of total number of relations on s
13.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:01,00:00:24,we are now in a position to learn how to count we will be learning permutations now and we will be solving a variety of problems the knowledge of factorial rule of sum and rule of product will come handy from this point onwards look at these five friends wearing different colored shirts
13.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:24,00:01:27,in how many ways can three people come forward and take a picture you saw what just happened right so there are five friends three of them come forward two of them run away from the scene and these three people take all possible pictures with their locations shifted and which is indeed into into ways
13.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:27,00:01:41,for every such pics from five people you take pictures out of that so in total in how many ways can these five friends take their pictures where every picture contains three of them in all possible coordinates
130.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:26,you see life is full of different types of things you take a vehicle there are different types of vehicles a twowheeler a threewheeler a fourwheeler right even an aeroplane for that matter is a type of vehicle similarly a relation as we define even that comes in different types it is important for
130.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:26,0:41,us to study them by segregating different types of relations first in the sequence is what we call the reflexive relation let me motivate it properly with a nice example
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:27,remember in your school days there used to be voting for the leader of the class and my teacher would get into a classroom full of students and say open a chit of paper and write down the names of people whom you would like to vote we were given the liberty of writing many names
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:27,0:52,so i would write some four names saying i would want this person as the leader or this person or this person or this person some four names so invariably the teacher would observe that everyone would write down their name first they all wanted to be leaders of the class leaders would get some perks so nobody wanted to miss that opportunity
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:52,1:12,but at the same time if everyone only included their names then nobody else will get elected so they would include others name as well so do you see a kind of relation happening here lets not take the example of students lets take only students as you can see the example
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:12,1:37,here right ten dots and some sort of voting that people do i vote for some four people this is how it looks like one of them is me for sure so when i vote for myself how does the arrow look like you guessed it right it should be a loop like this right here is a loop
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:37,2:07,in this example of the class teacher taking notes from everyone there is a loop on every single person because i told you everybody would vote for themselves invariably and would vote for others as well so here is a relation lets get back to our a x a definition here is a relation which is a subset of our set a x a where a comprises
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:07,2:32,of all ten students definitely for sure you observe that self loops are here which means x x is here the first person the same person is here second person second person is here right a a a a a a and so on up to a a is definitely here
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:32,3:01,and beyond this there are more elements of a x a such a relation is called a reflexive relation to summarize a relation is a subset of a x a if it contains all possible elements of the form x x for all values of x from the set a we call such a relation a reflexive relation
131.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:01,3:08,well see some examples of what makes a reflexive relation so that it becomes very clear to you
132.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:27,what would be the corresponding matrix representation very easy to observe i leave it to you to think ill just tell you the answer a matrix representation of a relation that is reflexive will have all the diagonal entries as you can see the diagonal entries are all why its obvious
132.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:27,0:29,because of the definition of reflexive relation
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:30,so we are going to ask the same question again and again as you know discrete math is all about counting in fact more than of the subject is all about counting so let us again ask a counting question we defined what is a reflexive relation right so let me consider a set s as usual which
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:30,0:56,comprises of n elements a a up to an and now i ask the question what are the total number of reflexive relations on s what do i mean by that remember in the previous lecture we saw we asked the question what are the total number of possible relations in general now i am asking the question
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:56,1:28,what are the total possible reflexive relations on a set with n elements so let me think how will a relation r look like it is definitely a subset of s cross s but not all subsets of s cross s will be a valid reflexive relation it is that subset which has all the elements a a a a up
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:28,1:57,to an an these n elements are definitely going to be there but the rest of the elements the rest of them right rest of them may or may not be there take a pause and then think about what im saying these n elements must and should be there right but the rest of them may or may
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:57,2:23,not be there and all possible ways in which you can put the rest of them in quotes rest of them in all possible ways in which you can include this is what makes all possible relations that are reflexive so what is that that is going to be straightforward in s cross s definitely
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:23,2:50,you need to include a a a a up to an an the rest of the elements which are n square in number i need to exclude these entities these n elements which is n square minus n and all possible ways in which i can choose the rest of them that i stated here which is going to be
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:50,3:14,as and always to the power of n square minus n so the total number of reflexive relations happen to be to the n square minus n again why thats because i need to put these n elements for sure and the rest of them i have to the rest of them choices the rest of them happens
133.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:14,3:21,to be n square minus n and hence the answer for my question happens to be to the n square minus n
134.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:28,remember the example of parallel lines that i gave you let us revisit that example assume you have a set s with five lines l l l l and l i am writing it as a set right now theyre actually lines by a relation r here i mean two lines lets say
134.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:58,l and l are considered in the relation if l is parallel to l not otherwise so i will have l l written here first entry now its only obvious for us to observe that once l l comes here l l naturally comes there why when this line is parallel to this line so is this
134.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:58,1:24,line parallel to this line its like stating the obvious so l ls presence implies the presence of l l in the relation that i have defined here which is about lines being parallel correct in general whenever you have li lj here you have lj li naturally being present here such a relation
134.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:24,1:52,is called a symmetric relation so what do you mean by symmetric relation whenever you have a b in the relation set b a should belong to the relation set we will see more examples which will help you understand symmetric relations better we will currently take an example where a relation is symmetric and another example where a relation is not symmetric
135.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:31,im sure things are getting easy on your minds let me ask you a question i just now defined what is a symmetric relation can you tell me how does a matrix corresponding to a symmetric relation look like that of lets say parallel lines or any symmetric relation you can think of whats the rule there whats the property of a relation that is symmetric
135.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:31,0:55,whenever a b is there b a should be there correct which means ath row and bth column will have a whenever a b is part of the relation but then if its a symmetric relation b a should also be present which means whenever ath row and bth column has a bth row
135.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:55,1:21,ath column should also have a so what do you mean by ath row bth column and bth row ath column think about it as you can see they are two entries symmetrically across the diagonal of the matrix right so pause and think if required if a relation is symmetric then the
135.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:21,1:50,ijth entry of the matrix and the jith entry of the matrix will both be either s or s correct the matrix will appear like a mirror reflection of what is above the diagonal and what is below the diagonal so formally speaking a relation r is said to be symmetric if whenever a b belongs to r b a also belongs to r
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:37,i am now going to give you a cool example of a symmetric relation imagine a hall full of people let me call them a a a up to lets say a i am going to put an arrow from a to a if a shakes his hand with a now please watch whenever a shakes his hand with a it
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:37,1:08,is understood that a also shakes his hand with a you see if i consider the relation of who shakes his or her hands with whom that results in a relation correct and such a relation is obviously symmetric why is that thats because as i told you whenever ai and aj shake their
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:08,1:29,hands it is understood that the handshake is not just from one person to the other it is a mutual one symmetric relations occur in situations where the relationship is mutual as i told you there are many such relations namely the relationship of lets say he is my cousin
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:29,1:51,there is no situation where someone says he is my cousin but i am not his cousin its always mutual in such a situation we call it a symmetric relation and this was an example let me now give you an example of something that is not a symmetric relation and this
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:51,2:24,relation example is a very popular one you will see almost all textbooks quoting this example let me consider a few numbers my set test is going to be up to and i say a b belongs to my relation r which as i told you is a subset of s cross s if a divides b i repeat whenever a
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:24,2:52,divides b then i say a b belongs to the relation r how does this relation r look like you would have observed that it is obviously reflexive why is that because for every element a a divides a isnt that obvious is it symmetric lets think do you think divides here yes
136.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:52,3:18,thats obvious so belongs to r but do you think belongs to r obviously not so this relation isnt symmetric so here is an example of a relation that is reflexive but not symmetric in general i want to show you if one can come out with an example of something that is not symmetric and here is a good example
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:46,let me take an example now of these six lines l l l l l and las you can observe l is parallel to lso which means in the graph l will have a line arrow pointing towards l and l is also parallel to l obviously so there will be a symmetric arrows from l to
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:46,1:10,l and l to l so on and so forth the graph will look like this and the corresponding matrix will let me populate the corresponding matrix there will be a this way you can pause the video and maybe check if i am right i have put a lets
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:10,1:45,say in l and l lth column and lth column because l is parallel to l so is l with l l is parallel to l you see something very nice about this matrix of course the diagonals have adding to that we observe the matrix is symmetric you see on the right side you
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:45,2:06,see below the diagonal on the left side both are exactly the same that is because li lj lj li both have either or that is because two lines are either parallel to each other or they are not parallel to each other anyways another small observation which i made
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:06,2:36,just now that whenever a line is parallel to another line let us say here l is parallel to l and l is parallel to something else right l then l will be parallel to l correct this may not be true in real life where a person a is friends with person b and a person b is friends
137.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:36,2:50,with person c person a neednt be friends with person c this is not true in real life with the friendship relation but with parallel lines relation this seems to be true correct
138.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:32,as repetitive as this may soundyes we are emphasizing on the fact that discrete math is all about counting we have been asking this question of how many ways again and again and well ask it once more for symmetric relations so my question is what are the total possible symmetric relations on a set s with five elements in general n elements
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:28,what are the total possible symmetric relations given a set s with n elements this is a very little trickier question but the answer is a very nice once you understand it its a little involved you will take some time to understand this so what are the total possible symmetric relations firstly let us write down the given
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:54,symmetric relation and its matrix representation so you have a matrix here and as you know this is called the lower triangle of the matrix and this is called the upper triangle of the matrix and you have the diagonal now let me paint the items in the diagonal and the lower triangle let me
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:54,1:19,paint this item blue you see all of them became blue and all the elements above the diagonal the upper triangle i am going to paint it red you will soon see why i am doing this now observe closely any element in the lower diagonal any space in the lower diagonal of this
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:19,1:36,matrix if you put one the corresponding symmetric side on the red zone should also be one so you dont have a choice for the red zone once you decide on what is in the blue zone that is lower triangle correct so you have your freedom to put whatever you want in the lower
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:36,1:58,triangle and of course you can put whatever you want in the diagonal why what is the diagonal doesnt matter for a symmetric relation all that you need to observe all that you need to ensure is that whatever is below the diagonal symmetrically should be there above the diagonal if its zero here it should be zero there if there is a one here
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:58,2:27,it should be a one there correct now i have my freedom to put whatever i want in this blue space holders these blue rectangles basically smallsmall rectangles so in this blue a rather squares in these blue squares i have a right to put anything i want but of course zeros are ones so how many blue squares are there to begin with one plus two
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:27,2:53,plus three plus four plus five so on up to n so you have in total n into n plus by number of blue squares and you can put whatever you want here whatever you put here you will get a corresponding values in your red blocks as you can see and itll be a symmetric relation
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:53,3:14,or given symmetric relation you can always see that they are symmetric along the diagonal so all that i need to count right now is in how many ways can i write zeros and ones in the blue zone which by the way has n into n plus by number of blue squares
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:14,3:39,so the answer simply is to the power of n into n plus by which is to the power n square plus n by n square plus n by in the exponent now why is it to the power of because you can take only a part of this blue zone and call it all ones
139.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:39,4:05,rest are zeros it again boils down to you considering a subset of these blue squares you can consider the subset of these blue squares in to the n square plus n by ways its a little involved maybe you should try watching the video once again or maybe try thinking about it with cross matrix example and it will be very clear to you people
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:02,00:00:11,we saw a video where five people lets say a b c d and e these five girls want to come forward and then take a picture but they have a small constraint that the picture should be taken with three friends only which means two persons two people should step back
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:11,00:00:55,in how many ways can these five girls take a picture ensuring that the picture comprises of precisely three people now a b c lets say comes forward and as we have seen there are three factorial ways in which they can take a picture and then a b d comes forward and c e steps back
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:00:55,00:01:15,and you have three factorial ways you are probably worried if there are anything overlapping between this and this obviously not in a picture here c is included in a picture here d is included and c is not there although a and b are definitely there here and here
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:15,00:01:48,these are obviously different pictures so you have six here and six here abc abd and there are no more options with ab well there is another one which is abe again three factorial ways and you are done you cannot have ab standing in the pictures anymore because you have exhausted all possibilities with a b included
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:01:48,00:02:27,now next what is the immediate next possibility let me think so maybe bc bc and a is already included so i will start with bcd three factorial ways bce three factorial ways with ab we had three possibilities and each possibility had three factorial ways with bc we have only two because we are excluding the possibility with bc including a because it is exhausted already
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:02:27,00:02:58,now ab is done bc is done bc along with d bc along with e exhaust all possibilities now let me move onto lets say ad a and d along with b now thats exhausted here as you can see ad along with lets say c is that over no its not over
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:02:58,00:03:30,so three factorial permutations ad along with b is over ad along with c just got over ad along with e three factorial permutations right and that ends all possibilities with ad how about ae ae with d is over ae with b is over ae with c is not over as you can see
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:03:30,00:04:00,so ae with c and ae with thats it ae with d is over ae with c just got over ae with b is over this is three factorial ways done now next let me think of different ways of having this one nice way to exhaust everything is to go in ascending order
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:04:00,00:04:45,okay so let me start with c cde three factorial ways correct the last possibility that we are missing here is db and e again three factorial ways as you can see abc abd abe bcd bce adc ade aec cde and deb are all the possible ways in which three people can step forward
14.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,00:04:45,00:05:12,they are precisely ten in number and each of them can take pictures in six ways so ten of them each of them with six ways is going to be ways what did we just show we showed that number of ways in which five people can decide to take pictures with three in each frame all possible ways is going to be precisely ways
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:23,now that we have seen what are reflexive and symmetric relations let us see these concepts in action by solving a few problems consider this set a equal to and let r be a subset of a cross a and i am going to write r as these elements set of all these
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:23,0:53,elements nowthe question is r a reflexive relation so a has precisely five elements and in r i see yes r is reflexive because every element of a has an a a belonging to r and hence r is reflexive consider this relation as set of all ab such that ab are natural numbers and b is equal
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:53,1:23,to a square so whenever i write ab b will be a square is this relation reflexive so let me just try enumerating r so r will have the elements i will start with the first natural number so square which is and then i go to square is and so on now you see belongs to r is square
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:23,1:43,and hence it is there in r but is not equal to because is not square and hence but doesnt belong to r you must be guessing the reason because is not equal to square and hence the reason is the same for all the other natural numbers such as
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:43,2:05,and so on we dont have these elements in r and hence this is not a reflexive relation consider the relation on the set of integer r equals to xy such that x square is equal to y square so r will be having all those elements whose squares are equal
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:05,2:42,so is this relation reflexive is this relation symmetric so r is going to have all those elements such as you see if you are observing you can see that square is equal to square and so on so these will be the elements of r now for a relation to this symmetric a b
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:42,3:17,should be equal to b a is that happening here the squares are and again the squares are so for any element a a it is always equal to a a a and a belong to integers and hence this relation is symmetric consider this relation on natural numbers r equals ab where a and b are natural numbers and a into b is is this relation symmetric
140.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:17,3:49,so what are the elements of this relation we have to pick only natural numbers and hence r is going to have and anything else no it is precisely these elements because we are concentrating only on natural numbers is there is there and all are respectively equal pair wise and hence this is a symmetric relation
141.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:26,youre probably seeing a pattern in the video clips right so we start with a relation a type of relation and then we end up asking the same old question of what are the total possible relations of this type right we basically ask this counting question which i told you is very important right
141.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:26,0:38,so we will continue to have this pattern we will see more different types of relations and then ask the same question of what are the total possible ways in which you can find such a relation
142.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:35,let us take an example consider a hall full of students and the relation there is a b belongs to r if a is taller than b you can observe something nice in this relation which is not always true with all relations and that is whenever a is taller than b and b is taller than
142.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,1:01,c then a is taller than c correct by that i mean if a b belongs to r and b c belongs to r then a c belongs to r very easy to observe i repeat a b if its in the relation b c if its in the relation then a c is in the relation if this be the case then you
142.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:01,1:23,call such a relation as a transitive relation you see not every relation is transitive ill try giving you an example of a relation that is not at all transitive i shake my hands with you and you shake your hands with your friend it doesnt mean that i have shaken hands with your
142.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:23,1:48,friend right so a shakes hand with b so a b belongs to r if that be the relation and if b c have shaken hands observe this is a symmetric relation if a b is there then b a is there but then it is in no way transitive because a b and b c doesnt imply a
142.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:48,2:04,c belongs to the relation right so i just now gave you an example of a relation that is not transitive so not all relations are transitive only some relations are transitive can you think of more relations that are transitive
143.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:03,0:36,next in the sequence is what when calls an antisymmetric relation sounds a little complicated but let me motivate you all with an example lets get back to the height relation a classroom with people a b belongs to r if a is taller than b correct something is strange about this relation do you observe please note in this classroom no two people
143.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:36,0:59,are of the same height take any two people they are of different heights thats assumed out of people now whenever you take an a and a b you will observe that either a is this fellow is taller than this fellow or this fellow is taller than this fellow i told you there is no two people who are of the same height
143.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:59,1:28,such a relation is called an antisymmetric relation so whats an antisymmetric relation a relation where a b if it is present in the relation then b a cannot be present in the relation so think about it for a minute in a relation there are also elements of the
143.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:28,2:00,type a a correct whats a relation a relation is a subset of a x a correct so there is a possibility for x x to be present a a to be present but then i said when a b is present b a should not be present now when a b is present b a should not be present provided a is not equal to b
